gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3
hflD,1191854,1191213,ECK1118,b1132,124.0,54.6,0.4,164.6,67.8,0.4,109.0,62.4,0.6
hflK,4400061,4401320,ECK4170,b4174,449.5,352.5,0.8,459.5,355.4,0.8,451.0,336.8,0.7
hflX,4398695,4399975,ECK4169,b4173,394.7,149.7,0.4,422.7,132.0,0.3,427.8,130.7,0.3
hfq,4398311,4398619,ECK4168,b4172,1825.6,3904.6,2.1,1825.2,3813.9,2.1,1739.9,3591.4,2.1
hha,479532,479314,ECK0454,b0460,232.1,685.4,3.0,209.3,519.8,2.5,265.1,459.8,1.7
hicA,1507310,1507486,ECK1431,b4532,15.2,14.3,0.9,37.0,0.0,0.0,42.7,0.0,0.0
hicB,1507511,1507948,ECK1432,b1438,16.4,39.1,2.4,12.8,36.3,2.8,7.3,11.7,1.6
higA,3232166,3231750,ECK3072,b3082,23.7,30.8,1.3,22.4,32.1,1.4,20.0,29.6,1.5
higB,3232477,3232163,ECK3073,b3083,14.3,1.9,0.1,14.8,0.0,0.0,24.0,3.3,0.1
hinT,1161108,1161467,ECK1089,b1103,219.9,432.7,2.0,192.3,425.5,2.2,177.8,342.5,1.9
hipA,1590200,1588878,ECK1500,b1507,21.8,25.0,1.1,11.3,15.8,1.4,15.6,13.2,0.8
hipB,1590466,1590200,ECK1501,b1508,35.4,14.6,0.4,14.0,3.1,0.2,29.8,7.7,0.3
hisA,2093149,2093886,ECK2019,b2024,229.8,184.4,0.8,159.7,174.7,1.1,144.4,101.6,0.7
hisB,2091492,2092559,ECK2017,b2022,244.7,356.0,1.5,161.1,219.4,1.4,137.4,142.4,1.0
hisC,2090422,2091492,ECK2016,b2021,175.2,289.4,1.7,162.4,157.1,1.0,102.5,121.8,1.2
hisD,2089121,2090425,ECK2015,b2020,208.9,269.4,1.3,148.4,207.8,1.4,147.2,195.3,1.3
hisF,2093868,2094644,ECK2020,b2025,218.8,256.3,1.2,127.6,120.6,0.9,139.2,108.4,0.8
hisG,2088216,2089115,ECK2014,b2019,230.4,702.4,3.0,148.6,432.5,2.9,133.9,244.3,1.8
hisH,2092559,2093149,ECK2018,b2023,240.5,289.6,1.2,189.9,191.2,1.0,152.1,88.7,0.6
hisI,2094638,2095249,ECK2021,b2026,199.2,458.4,2.3,174.2,321.4,1.8,172.8,322.4,1.9
hisJ,2424810,2424028,ECK2303,b2309,54.0,119.9,2.2,54.9,117.6,2.1,59.9,136.5,2.3
hisL,2088020,2088070,ECK2013,b2018,1270.2,1202.5,0.9,1173.7,590.8,0.5,1387.9,846.2,0.6
hisM,2423255,2422539,ECK2301,b2307,13.8,9.0,0.6,13.0,8.2,0.6,13.3,27.2,2.0
hisP,2422531,2421758,ECK2300,b2306,20.3,21.6,1.1,29.0,18.4,0.6,28.8,25.2,0.9
hisQ,2423938,2423252,ECK2302,b2308,21.6,7.7,0.4,27.2,13.4,0.5,27.8,28.4,1.0
hisS,2638597,2637323,ECK2510,b2514,413.9,352.4,0.9,510.6,403.1,0.8,526.8,369.9,0.7
hlpA,200482,200967,ECK0177,b0178,1535.6,3058.3,2.0,1483.8,2576.5,1.7,1986.7,2036.0,1.0
hlyE,1229617,1228706,ECK1170,b1182,0.5,0.4,0.9,2.1,0.0,0.0,0.4,0.0,0.0
hmp,2683857,2685047,ECK2549,b2552,20.4,81.6,4.0,16.5,37.9,2.3,10.4,47.5,4.6
hns,1292145,1291732,ECK1232,b1237,1882.0,14390.2,7.6,1895.4,12627.8,6.7,2757.7,10563.2,3.8
hofB,117099,115714,ECK0106,b0107,7.5,0.4,0.1,6.1,0.6,0.1,4.3,0.0,0.0
hofC,115724,114522,ECK0105,b0106,3.7,0.3,0.1,4.7,0.0,0.0,4.6,3.4,0.7
hofM,3520773,3519994,ECK3382,b3395,7.5,4.7,0.6,7.2,2.1,0.3,8.7,1.3,0.2
hofN,3519994,3519455,ECK3381,b3394,1.7,0.4,0.2,0.0,0.0,#DIV/0!,4.4,3.8,0.9
hofO,3519471,3519031,ECK3380,b3393,1.0,0.4,0.4,2.1,0.0,0.0,1.8,2.3,1.3
hofP,3519041,3518637,ECK3379,b3392,0.0,1.9,#DIV/0!,0.0,2.1,#DIV/0!,2.0,2.5,1.3
hofQ,3518725,3517487,ECK3378,b3391,4.7,1.1,0.2,2.3,0.7,0.3,3.2,2.5,0.8
hokA,3718623,3718471,ECK3544,b4455,2.9,1.3,0.4,6.1,10.9,1.8,2.6,13.4,5.2
hokB,1490095,1489946,ECK1412,b4428,30.0,3.9,0.1,43.6,11.2,0.3,76.9,13.7,0.2
hokC,16903,16751,ECK0017,b4412,23.5,2.5,0.1,24.5,5.5,0.2,26.0,0.0,0.0
hokD,1643298,1643143,ECK1556,b1562,69.2,10.0,0.1,131.9,21.5,0.2,203.9,19.8,0.1
hokE,607059,607211,ECK0574,b4415,0.0,0.0,#DIV/0!,6.1,0.0,0.0,7.8,0.0,0.0
holA,670828,669797,ECK0633,b0640,87.6,14.5,0.2,117.8,13.0,0.1,127.2,20.9,0.2
holB,1154985,1155989,ECK1085,b1099,66.7,20.7,0.3,82.8,30.0,0.4,83.9,28.6,0.3
holC,4482303,4481860,ECK4252,b4259,239.1,76.3,0.3,248.6,64.1,0.3,219.4,71.7,0.3
holD,4605826,4606239,ECK4363,b4372,98.9,41.9,0.4,221.4,50.5,0.2,191.1,74.5,0.4
holE,1923132,1923362,ECK1843,b1842,35.1,75.9,2.2,40.5,123.2,3.0,74.0,129.0,1.7
hpf,3344195,3344482,ECK3192,b3203,282.7,185.2,0.7,259.8,119.2,0.5,330.0,132.0,0.4
hpt,141431,141967,ECK0124,b0125,537.0,801.3,1.5,499.9,908.7,1.8,544.3,1016.0,1.9
hrpA,1481142,1484987,ECK1406,b1413,65.3,82.5,1.3,52.0,57.0,1.1,58.6,45.4,0.8
hrpB,162105,164534,ECK0147,b0148,42.2,16.4,0.4,43.1,13.1,0.3,49.9,22.8,0.5
hscA,2656957,2655107,ECK2523,b2526,294.6,170.3,0.6,382.5,227.9,0.6,431.4,191.0,0.4
hscB,2657489,2656974,ECK2524,b2527,184.8,72.1,0.4,261.0,118.4,0.5,338.3,97.6,0.3
hscC,682616,680946,ECK0643,b0650,2.2,0.7,0.3,3.4,1.0,0.3,2.6,1.2,0.5
hsdM,4581071,4579482,ECK4339,b4349,105.8,170.0,1.6,100.0,160.6,1.6,98.3,146.1,1.5
hsdR,4584838,4581272,ECK4340,b4350,60.2,63.8,1.1,48.5,29.8,0.6,38.8,31.4,0.8
hsdS,4579485,4578091,ECK4338,b4348,71.6,77.2,1.1,36.2,53.4,1.5,56.7,36.8,0.6
hslJ,1439767,1439345,ECK1376,b1379,74.4,148.7,2.0,90.7,172.1,1.9,127.9,174.9,1.4
hslO,3527796,3528674,ECK3388,b3401,258.4,559.1,2.2,255.4,476.1,1.9,209.5,320.3,1.5
hslR,3527370,3527771,ECK3387,b3400,223.8,44.1,0.2,195.4,62.5,0.3,221.6,43.5,0.2
hslU,4119770,4118439,ECK3923,b3931,481.3,863.9,1.8,409.4,676.1,1.7,351.7,447.4,1.3
hslV,4120310,4119780,ECK3924,b3932,427.8,847.0,2.0,410.4,565.9,1.4,306.3,495.4,1.6
hspQ,1027944,1027627,ECK0957,b0966,254.6,60.6,0.2,211.8,55.3,0.3,223.8,93.7,0.4
hsrA,3938635,3937208,ECK3748,b3754,22.1,5.9,0.3,17.7,0.6,0.0,18.1,5.0,0.3
htgA,10830,11315,ECK0012,b0012,2.8,0.0,0.0,0.0,0.0,#DIV/0!,3.3,0.0,0.0
htpG,494344,496218,ECK0467,b0473,423.7,806.7,1.9,345.7,491.9,1.4,295.0,386.4,1.3
htpX,1910600,1909719,ECK1828,b1829,279.0,222.5,0.8,410.4,302.7,0.7,371.5,378.6,1.0
htrE,155426,152829,ECK0138,b0139,1.4,0.7,0.5,2.2,0.0,0.0,1.8,0.0,0.0
htrL,3791706,3790849,ECK3608,b3618,91.8,117.5,1.3,81.8,82.9,1.0,98.7,103.0,1.0
hupA,4198304,4198576,ECK3992,b4000,3162.2,12142.5,3.8,2932.6,9056.8,3.1,3313.8,10143.5,3.1
hupB,460675,460947,ECK0434,b0440,3238.0,8136.6,2.5,2918.9,7842.7,2.7,3332.8,8890.2,2.7
hyaA,1031362,1032480,ECK0963,b0972,1.6,0.9,0.5,2.5,0.0,0.0,0.4,2.8,7.8
hyaB,1032477,1034270,ECK0964,b0973,0.3,0.7,2.6,0.5,1.4,2.7,0.2,1.1,5.2
hyaC,1034289,1034996,ECK0965,b0974,1.9,0.5,0.3,1.3,0.0,0.0,2.8,0.0,0.0
hyaD,1034993,1035580,ECK0966,b0975,1.5,0.7,0.4,1.6,1.4,0.9,2.0,0.0,0.0
hyaE,1035577,1035975,ECK0967,b0976,0.0,0.0,#DIV/0!,4.7,2.1,0.4,1.0,0.0,0.0
hyaF,1035972,1036829,ECK0968,b0977,1.6,0.5,0.3,5.5,1.0,0.2,2.8,0.0,0.0
hybA,3143162,3142176,ECK2990,b2996,21.0,11.6,0.6,10.4,11.0,1.1,12.1,6.2,0.5
hybB,3142186,3141008,ECK2989,b2995,12.6,4.5,0.4,12.7,1.4,0.1,8.8,2.6,0.3
hybC,3141011,3139308,ECK2988,b2994,32.2,20.6,0.6,24.2,8.8,0.4,21.9,17.5,0.8
hybD,3139308,3138814,ECK2987,b2993,46.3,15.3,0.3,51.0,5.1,0.1,49.8,8.3,0.2
hybE,3138821,3138333,ECK2986,b2992,40.5,6.8,0.2,34.4,8.6,0.2,44.7,12.6,0.3
hybF,3138340,3137999,ECK2985,b2991,31.6,1.7,0.1,10.9,2.4,0.2,19.8,6.0,0.3
hybG,3137986,3137738,ECK2984,b2990,30.7,15.6,0.5,15.0,13.4,0.9,28.7,0.0,0.0
hybO,3144283,3143165,ECK2991,b2997,40.2,52.0,1.3,10.0,11.2,1.1,12.1,21.1,1.7
hycA,2848457,2847996,ECK2720,b2725,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
hycB,2847871,2847260,ECK2719,b2724,0.7,0.0,0.0,1.5,0.0,0.0,0.0,0.0,#DIV/0!
hycC,2847263,2845437,ECK2718,b2723,1.2,0.0,0.0,3.6,0.0,0.0,1.3,1.7,1.3
hycD,2845434,2844511,ECK2717,b2722,0.5,1.3,2.6,1.0,0.0,0.0,0.4,2.2,5.2
hycE,2844493,2842784,ECK2716,b2721,0.8,1.4,1.7,2.2,0.5,0.2,1.4,3.0,2.2
hycF,2842774,2842232,ECK2715,b2720,2.5,2.5,1.0,1.7,3.1,1.8,0.7,0.0,0.0
hycG,2842232,2841465,ECK2714,b2719,1.8,2.3,1.3,4.9,0.0,0.0,5.2,5.4,1.0
hycH,2841468,2841058,ECK2713,b2718,6.6,7.1,1.1,18.2,4.1,0.2,8.7,7.5,0.9
hycI,2841065,2840595,ECK2712,b2717,24.8,24.0,1.0,6.0,14.2,2.4,21.1,26.2,1.2
hydN,2836127,2835600,ECK2708,b2713,6.0,0.7,0.1,7.1,0.0,0.0,5.3,0.0,0.0
hyfA,2599223,2599840,ECK2477,b2481,1.5,0.0,0.0,0.0,1.4,#DIV/0!,0.0,0.0,#DIV/0!
hyfB,2599840,2601858,ECK2478,b2482,1.8,0.0,0.0,4.2,0.0,0.0,1.2,1.0,0.9
hyfC,2601869,2602816,ECK2479,b2483,0.0,0.0,#DIV/0!,1.0,0.0,0.0,0.0,0.0,#DIV/0!
hyfD,2602833,2604272,ECK2480,b2484,0.3,0.0,0.0,1.3,0.6,0.4,0.6,2.1,3.9
hyfE,2604284,2604934,ECK2481,b2485,0.7,0.9,1.3,1.4,0.0,0.0,1.2,0.0,0.0
hyfF,2604939,2606519,ECK2482,b2486,2.3,0.5,0.2,1.8,0.5,0.3,2.5,1.3,0.5
hyfG,2606509,2608176,ECK2483,b2487,3.2,1.3,0.4,1.1,0.5,0.4,2.1,3.7,1.7
hyfH,2608186,2608731,ECK2484,b2488,4.1,0.7,0.2,3.4,1.5,0.4,2.2,1.9,0.9
hyfI,2608728,2609486,ECK2485,b2489,3.0,0.8,0.3,0.0,2.2,#DIV/0!,3.7,0.0,0.0
hyfJ,2609479,2609892,ECK2486,b2490,5.4,1.4,0.3,2.3,2.0,0.9,5.8,0.0,0.0
hyfR,2609922,2611934,ECK2487,b2491,3.6,0.3,0.1,1.4,0.0,0.0,2.2,1.0,0.5
hyi,534934,535710,ECK0501,b0508,1.7,1.3,0.7,1.2,1.1,0.9,3.6,0.0,0.0
hypA,2848669,2849019,ECK2721,b2726,34.6,14.4,0.4,5.3,0.0,0.0,11.3,8.8,0.8
hypB,2849023,2849895,ECK2722,b2727,45.3,94.1,2.1,19.3,10.5,0.5,6.4,17.7,2.8
hypC,2849886,2850158,ECK2723,b2728,26.4,21.4,0.8,17.1,6.1,0.4,13.1,11.3,0.9
hypD,2850158,2851279,ECK2724,b2729,20.0,14.4,0.7,15.0,8.2,0.5,13.8,4.6,0.3
hypE,2851318,2852286,ECK2725,b2730,20.9,8.8,0.4,12.5,5.2,0.4,15.2,8.5,0.6
hypF,2835447,2833195,ECK2707,b2712,9.8,8.4,0.9,6.2,4.1,0.7,8.6,8.7,1.0
hypT,4556312,4555401,ECK4318,b4327,28.6,7.9,0.3,24.6,11.0,0.4,27.9,7.9,0.3
hyuA,3008050,3009435,ECK2869,b2873,1.0,0.4,0.4,1.3,0.0,0.0,0.9,0.0,0.0
iaaA,865791,866756,ECK0818,b0828,76.4,43.1,0.6,50.3,17.3,0.3,44.9,18.1,0.4
iadA,4557549,4556377,ECK4319,b4328,87.8,149.1,1.7,106.8,144.1,1.3,80.7,128.8,1.6
iap,2874603,2875640,ECK2748,b2753,12.6,12.9,1.0,21.6,21.8,1.0,23.0,26.7,1.2
ibaG,3334825,3334571,ECK3179,b3190,345.8,1060.5,3.1,377.8,1139.0,3.0,389.9,826.1,2.1
ibpA,3865445,3865032,ECK3679,b3687,96.7,156.6,1.6,113.0,119.3,1.1,96.1,124.1,1.3
ibpB,3864920,3864492,ECK3678,b3686,18.9,9.5,0.5,48.0,11.7,0.2,31.5,9.6,0.3
ibsA,2151432,2151373,ECK4482,b4667,22.5,0.0,0.0,15.6,0.0,0.0,53.0,0.0,0.0
ibsB,2151761,2151705,ECK4483,b4668,31.6,0.0,0.0,65.6,0.0,0.0,27.9,0.0,0.0
ibsC,3054971,3054912,ECK4480,b4665,22.5,0.0,0.0,31.2,0.0,0.0,59.6,0.0,0.0
ibsD,3192788,3192847,ECK4479,b4664,45.0,3.2,0.1,31.2,0.0,0.0,39.8,0.0,0.0
ibsE,3193163,3193222,ECK4481,b4666,22.5,6.5,0.3,77.9,14.0,0.2,53.0,0.0,0.0
icd,1194346,1195596,ECK1122,b1136,1367.9,4316.2,3.2,1353.2,2927.2,2.2,1209.8,2129.0,1.8
iclR,4221651,4220827,ECK4010,b4018,145.6,83.5,0.6,113.4,107.5,0.9,126.3,105.9,0.8
idi,3031087,3031635,ECK2884,b2889,26.2,29.1,1.1,15.3,16.8,1.1,6.5,20.6,3.2
idnD,4492429,4491398,ECK4260,b4267,2.2,0.6,0.3,1.8,0.8,0.4,0.4,0.0,0.0
idnK,4492646,4493209,ECK4261,b4268,4.0,4.8,1.2,1.7,3.0,1.8,1.4,0.0,0.0
idnO,4491374,4490610,ECK4259,b4266,1.8,4.1,2.3,3.7,8.8,2.4,1.6,4.0,2.6
idnR,4489162,4488164,ECK4257,b4264,12.6,8.6,0.7,4.7,5.0,1.1,6.4,6.2,1.0
idnT,4490548,4489229,ECK4258,b4265,7.2,1.0,0.1,7.8,1.9,0.2,6.3,0.0,0.0
ihfA,1793576,1793277,ECK1710,b1712,1288.1,1165.6,0.9,1153.5,1325.3,1.1,1630.4,1938.6,1.2
ihfB,963051,963335,ECK0903,b0912,877.6,2529.0,2.9,823.7,1744.5,2.1,944.6,1597.2,1.7
ileS,22391,25207,ECK0027,b0026,531.5,896.6,1.7,453.9,641.5,1.4,487.4,468.4,1.0
ilvA,3953354,3954898,ECK3764,b3772,115.6,97.8,0.8,90.8,63.9,0.7,83.7,57.9,0.7
ilvB,3850807,3849119,ECK3662,b3671,118.3,293.4,2.5,119.6,209.6,1.8,108.1,160.0,1.5
ilvC,3955993,3957468,ECK3766,b3774,1223.7,4187.4,3.4,332.0,897.1,2.7,318.5,672.5,2.1
ilvD,3951501,3953351,ECK3763,b3771,144.1,201.6,1.4,95.0,110.3,1.2,93.2,69.4,0.7
ilvE,3950507,3951436,ECK3762,b3770,210.9,820.0,3.9,126.7,447.3,3.5,141.1,353.6,2.5
ilvH,87357,87848,ECK0080,b0078,82.3,120.3,1.5,64.6,80.0,1.2,55.0,41.8,0.8
ilvI,85630,87354,ECK0079,b0077,109.0,125.2,1.1,87.3,71.3,0.8,47.5,55.4,1.2
ilvL,3948345,3948443,ECK3759,b3766,3712.4,2902.8,0.8,2428.0,1386.5,0.6,3623.1,2407.9,0.7
ilvM,3950224,3950487,ECK3761,b3769,75.0,13.3,0.2,77.9,19.0,0.2,43.7,23.4,0.5
ilvN,3849115,3848825,ECK3661,b3670,83.5,244.9,2.9,93.2,135.2,1.5,90.2,123.6,1.4
ilvX,3948530,3948580,ECK4484,b4669,458.7,129.8,0.3,220.1,196.9,0.9,257.3,201.5,0.8
ilvY,3955843,3954950,ECK3765,b3773,49.3,45.5,0.9,36.6,19.7,0.5,40.5,29.9,0.7
inaA,2347494,2346844,ECK2229,b2237,58.7,100.8,1.7,53.2,104.1,2.0,49.5,56.8,1.1
infA,925666,925448,ECK0875,b0884,1164.7,3394.3,2.9,1759.6,4658.9,2.6,2391.4,5897.7,2.5
infB,3314036,3311364,ECK3157,b3168,1125.1,1629.0,1.4,1000.4,1225.9,1.2,1219.9,943.7,0.8
infC,1798662,1798120,ECK1716,b1718,8542.3,2372.2,0.3,7770.0,3044.3,0.4,10527.4,2603.8,0.2
intA,2754181,2755422,ECK2618,b2622,52.2,88.7,1.7,36.9,30.3,0.8,28.5,23.2,0.8
intB,4494773,4495963,ECK4264,b4271,31.7,13.6,0.4,26.7,23.2,0.9,46.1,27.6,0.6
intD,565201,564038,ECK0530,b0537,30.9,10.4,0.3,20.1,6.5,0.3,28.7,8.8,0.3
intE,1200029,1198902,ECK1126,b1140,1.6,3.1,1.9,2.5,0.7,0.3,2.5,0.0,0.0
intF,296320,294920,ECK0280,b0281,28.6,66.3,2.3,15.4,41.8,2.7,18.7,31.5,1.7
intQ,1649536,1650732,ECK1573,b1579,1.5,0.8,0.5,1.6,2.1,1.3,1.3,2.6,1.9
intR,1411259,1410024,ECK1342,b1345,18.9,2.8,0.1,23.5,2.7,0.1,25.1,7.5,0.3
intS,2464567,2465724,ECK2343,b2349,27.2,35.5,1.3,22.6,39.0,1.7,24.0,28.4,1.2
intZ,2556793,2558088,ECK2437,b2442,36.4,36.2,1.0,33.9,36.2,1.1,30.4,39.6,1.3
iraD,4555016,4555408,ECK4317,b4326,6.9,1.5,0.2,2.4,0.0,0.0,5.1,0.0,0.0
iraM,1211226,1210903,ECK1147,b1160,0.0,3.0,#DIV/0!,0.0,2.6,#DIV/0!,4.9,3.2,0.6
iraP,400610,400870,ECK0377,b0382,89.6,126.8,1.4,50.2,57.7,1.2,86.8,70.9,0.8
iroK,2666093,2666028,ECK4518,b4706,0.0,0.0,#DIV/0!,14.2,0.0,0.0,0.0,0.0,#DIV/0!
iscA,2657908,2657585,ECK2525,b2528,737.3,323.3,0.4,941.1,374.6,0.4,958.6,380.6,0.4
iscR,2660153,2659665,ECK2528,b2531,166.5,264.0,1.6,493.5,809.6,1.6,328.5,588.4,1.8
iscS,2659553,2658339,ECK2527,b2530,486.5,1127.5,2.3,802.9,1439.8,1.8,703.7,893.1,1.3
iscU,2658311,2657925,ECK2526,b2529,674.2,1651.2,2.4,775.8,1509.6,1.9,970.0,1277.1,1.3
iscX,2654758,2654558,ECK2521,b2524,297.7,309.0,1.0,386.2,420.6,1.1,431.3,316.9,0.7
ispA,440325,439426,ECK0415,b0421,128.5,63.4,0.5,209.9,128.3,0.6,167.9,126.7,0.8
ispB,3331732,3332703,ECK3176,b3187,240.7,225.7,0.9,259.8,229.9,0.9,253.2,241.0,1.0
ispD,2870512,2869802,ECK2742,b2747,139.8,35.3,0.3,155.2,57.7,0.4,168.9,44.8,0.3
ispE,1262100,1261249,ECK1196,b1208,266.1,84.1,0.3,375.4,84.5,0.2,402.3,170.0,0.4
ispF,2869802,2869323,ECK2741,b2746,162.1,190.2,1.2,191.0,115.1,0.6,188.1,124.2,0.7
ispG,2639826,2638708,ECK2511,b2515,353.0,266.9,0.8,360.2,227.4,0.6,387.0,186.4,0.5
ispH,26277,27227,ECK0030,b0029,197.7,149.9,0.8,234.1,196.3,0.8,233.7,145.9,0.6
ispU,194903,195664,ECK0173,b0174,237.3,69.8,0.3,392.8,134.0,0.3,539.1,157.8,0.3
ivbL,3851011,3850913,ECK3663,b3672,681.6,291.1,0.4,377.9,126.8,0.3,570.4,311.4,0.5
ivy,240343,240816,ECK0221,b0220,124.3,310.5,2.5,140.1,319.6,2.3,159.4,346.8,2.2
katE,1811891,1814152,ECK1730,b1732,3.6,10.8,3.0,1.2,5.6,4.5,4.0,9.5,2.4
katG,4131858,4134038,ECK3934,b3942,174.1,357.6,2.1,83.6,100.2,1.2,66.0,121.6,1.8
kbaY,3281165,3282025,ECK3125,b3137,0.5,1.4,2.6,3.3,1.0,0.3,2.8,3.6,1.3
kbaZ,3276936,3278216,ECK3120,b3132,0.7,1.1,1.5,2.2,0.7,0.3,1.2,1.6,1.3
kbl,3790574,3789378,ECK3607,b3617,225.1,332.0,1.5,191.4,219.6,1.1,200.3,181.1,0.9
kch,1308293,1307040,ECK1244,b1250,12.2,26.7,2.2,9.0,23.4,2.6,15.9,17.2,1.1
kdgK,3677442,3678371,ECK3511,b3526,113.7,194.7,1.7,75.4,121.5,1.6,88.1,112.7,1.3
kdgR,1908123,1907332,ECK1826,b1827,119.8,194.9,1.6,127.5,190.2,1.5,146.1,167.4,1.1
kdgT,4099713,4100696,ECK3902,b3909,10.1,0.4,0.0,11.4,1.7,0.1,12.1,0.0,0.0
kdpA,727955,726282,ECK0686,b0698,0.3,0.0,0.0,1.1,0.5,0.4,0.2,0.0,0.0
kdpB,726259,724211,ECK0685,b0697,2.0,0.1,0.0,2.3,0.0,0.0,2.5,0.5,0.2
kdpC,724202,723630,ECK0684,b0696,3.1,1.4,0.4,4.9,1.5,0.3,9.7,0.0,0.0
kdpD,723637,720953,ECK0683,b0695,11.4,6.5,0.6,15.7,6.5,0.4,13.3,12.6,0.9
kdpE,720956,720279,ECK0682,b0694,11.9,12.3,1.0,13.8,11.1,0.8,17.6,12.1,0.7
kdpF,728044,727955,ECK0687,b4513,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,22.8,#DIV/0!
kdsA,1267388,1268242,ECK1203,b1215,316.7,691.3,2.2,280.0,509.1,1.8,287.0,456.7,1.6
kdsB,970075,970821,ECK0909,b0918,275.2,349.5,1.3,262.9,429.1,1.6,267.8,356.3,1.3
kdsC,3340295,3340861,ECK3187,b3198,122.2,115.0,0.9,165.0,150.6,0.9,168.3,101.5,0.6
kdsD,3339288,3340274,ECK3186,b3197,127.6,83.4,0.7,135.5,97.5,0.7,129.7,70.8,0.5
kduD,2981280,2980519,ECK2840,b2842,17.7,16.4,0.9,8.6,9.9,1.2,9.4,5.4,0.6
kduI,2982146,2981310,ECK2841,b2843,6.4,7.7,1.2,7.8,9.0,1.2,7.6,8.6,1.1
kefB,3478629,3476824,ECK3338,b3350,25.2,7.1,0.3,37.3,9.3,0.2,22.2,13.7,0.6
kefC,47769,49631,ECK0048,b0047,9.4,5.0,0.5,9.5,4.0,0.4,12.6,9.4,0.7
kefF,47246,47776,ECK0047,b0046,13.6,7.3,0.5,7.0,18.9,2.7,8.2,13.5,1.6
kefG,3479183,3478629,ECK3339,b3351,54.3,22.1,0.4,47.2,15.1,0.3,46.6,20.4,0.4
kgtP,2723768,2722470,ECK2585,b2587,442.6,383.8,0.9,741.6,655.9,0.9,818.6,785.5,1.0
kilR,1416253,1416032,ECK1350,b1352,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
kptA,4558953,4559507,ECK4322,b4331,21.9,22.8,1.0,13.5,10.6,0.8,9.3,7.4,0.8
kup,3929339,3931207,ECK3741,b3747,32.5,18.6,0.6,54.5,35.4,0.6,51.9,62.7,1.2
lacA,361084,360473,ECK0339,b0342,1.5,3.8,2.6,1.5,4.1,2.7,0.6,1.7,2.6
lacI,366734,365652,ECK0342,b0345,27.8,29.3,1.1,33.7,24.0,0.7,30.8,27.5,0.9
lacY,362403,361150,ECK0340,b0343,1.8,0.9,0.5,1.5,2.0,1.3,0.6,0.0,0.0
lacZ,365529,362455,ECK0341,b0344,2.2,4.6,2.1,3.3,3.3,1.0,2.2,2.0,0.9
lamB,4245994,4247334,ECK4028,b4036,9.7,16.1,1.7,9.1,13.1,1.4,6.2,13.0,2.1
lar,1411951,1411757,ECK1345,b1348,2.3,1.0,0.4,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
ldcA,1242303,1241389,ECK1180,b1192,27.5,62.8,2.3,21.5,44.8,2.1,17.8,29.2,1.6
ldcC,209679,211820,ECK0185,b0186,12.4,4.3,0.3,14.8,4.3,0.3,12.1,5.8,0.5
ldhA,1440867,1439878,ECK1377,b1380,188.1,563.2,3.0,80.3,219.8,2.7,95.2,155.7,1.6
ldrB,1269033,1268926,ECK1206,b4421,0.0,0.0,#DIV/0!,8.7,0.0,0.0,22.1,0.0,0.0
ldrD,3698110,3698003,ECK3524,b4453,70.8,1.8,0.0,69.3,0.0,0.0,169.4,0.0,0.0
lepA,2705146,2703347,ECK2567,b2569,295.9,413.0,1.4,396.5,511.5,1.3,386.4,431.0,1.1
lepB,2703331,2702357,ECK2566,b2568,300.8,95.9,0.3,290.7,122.8,0.4,379.7,181.3,0.5
leuA,83529,81958,ECK0076,b0074,143.9,254.8,1.8,88.7,112.3,1.3,80.7,68.6,0.9
leuB,81958,80867,ECK0075,b0073,208.9,402.2,1.9,155.0,285.9,1.8,123.1,161.8,1.3
leuC,80864,79464,ECK0074,b0072,196.5,371.5,1.9,135.5,192.4,1.4,110.1,141.6,1.3
leuD,79453,78848,ECK0073,b0071,224.2,526.6,2.3,118.8,270.7,2.3,144.4,222.1,1.5
leuE,1878783,1878145,ECK1796,b1798,23.2,13.4,0.6,26.3,18.3,0.7,25.5,20.9,0.8
leuL,83708,83622,ECK0077,b0075,1049.7,671.4,0.6,1311.6,711.9,0.5,1092.4,767.7,0.7
leuO,84368,85312,ECK0078,b0076,4.8,3.7,0.8,1.0,7.1,7.2,1.7,4.3,2.6
leuS,674006,671424,ECK0635,b0642,451.8,921.1,2.0,425.5,665.3,1.6,412.3,537.8,1.3
lexA,4255138,4255746,ECK4035,b4043,569.5,710.4,1.2,443.8,428.8,1.0,436.2,516.3,1.2
lgt,2964059,2963184,ECK2824,b2828,120.7,119.6,1.0,184.7,172.9,0.9,132.1,170.1,1.3
lhgO,2788004,2789272,ECK2654,b2660,3.2,0.8,0.2,3.7,2.0,0.5,2.5,0.0,0.0
lhr,1727111,1731727,ECK1649,b1653,7.4,1.8,0.2,8.7,0.0,0.0,7.2,0.0,0.0
ligA,2528198,2526183,ECK2406,b2411,92.8,129.9,1.4,96.0,120.8,1.3,100.6,88.2,0.9
ligB,3819193,3817511,ECK3637,b3647,7.2,2.1,0.3,3.9,0.0,0.0,4.3,0.0,0.0
