gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3,TE_n_nonmissing,TE_mean,TE_all_missing
hepA,63264.0,60358.0,ECK0060,b0059,134.6,189.9,1.4,176.0,246.8,1.4,190.1,194.1,1.0,3,1.2666666666666666,False
hflC,4401323.0,4402327.0,ECK4171,b4175,373.8,296.4,0.8,389.0,280.7,0.7,407.2,332.3,0.8,3,0.7666666666666666,False
hflD,1191854.0,1191213.0,ECK1118,b1132,124.0,54.6,0.4,164.6,67.8,0.4,109.0,62.4,0.6,3,0.4666666666666666,False
hflK,4400061.0,4401320.0,ECK4170,b4174,449.5,352.5,0.8,459.5,355.4,0.8,451.0,336.8,0.7,3,0.7666666666666666,False
hflX,4398695.0,4399975.0,ECK4169,b4173,394.7,149.7,0.4,422.7,132.0,0.3,427.8,130.7,0.3,3,0.3333333333333333,False
hfq,4398311.0,4398619.0,ECK4168,b4172,1825.6,3904.6,2.1,1825.2,3813.9,2.1,1739.9,3591.4,2.1,3,2.1,False
hha,479532.0,479314.0,ECK0454,b0460,232.1,685.4,3.0,209.3,519.8,2.5,265.1,459.8,1.7,3,2.4,False
hicA,1507310.0,1507486.0,ECK1431,b4532,15.2,14.3,0.9,37.0,0.0,0.0,42.7,0.0,0.0,3,0.3,False
hicB,1507511.0,1507948.0,ECK1432,b1438,16.4,39.1,2.4,12.8,36.3,2.8,7.3,11.7,1.6,3,2.266666666666666,False
higA,3232166.0,3231750.0,ECK3072,b3082,23.7,30.8,1.3,22.4,32.1,1.4,20.0,29.6,1.5,3,1.4000000000000001,False
higB,3232477.0,3232163.0,ECK3073,b3083,14.3,1.9,0.1,14.8,0.0,0.0,24.0,3.3,0.1,3,0.06666666666666667,False
hinT,1161108.0,1161467.0,ECK1089,b1103,219.9,432.7,2.0,192.3,425.5,2.2,177.8,342.5,1.9,3,2.033333333333333,False
hipA,1590200.0,1588878.0,ECK1500,b1507,21.8,25.0,1.1,11.3,15.8,1.4,15.6,13.2,0.8,3,1.0999999999999999,False
hipB,1590466.0,1590200.0,ECK1501,b1508,35.4,14.6,0.4,14.0,3.1,0.2,29.8,7.7,0.3,3,0.30000000000000004,False
hisA,2093149.0,2093886.0,ECK2019,b2024,229.8,184.4,0.8,159.7,174.7,1.1,144.4,101.6,0.7,3,0.8666666666666667,False
hisB,2091492.0,2092559.0,ECK2017,b2022,244.7,356.0,1.5,161.1,219.4,1.4,137.4,142.4,1.0,3,1.3,False
hisC,2090422.0,2091492.0,ECK2016,b2021,175.2,289.4,1.7,162.4,157.1,1.0,102.5,121.8,1.2,3,1.3,False
hisD,2089121.0,2090425.0,ECK2015,b2020,208.9,269.4,1.3,148.4,207.8,1.4,147.2,195.3,1.3,3,1.3333333333333333,False
hisF,2093868.0,2094644.0,ECK2020,b2025,218.8,256.3,1.2,127.6,120.6,0.9,139.2,108.4,0.8,3,0.9666666666666668,False
hisG,2088216.0,2089115.0,ECK2014,b2019,230.4,702.4,3.0,148.6,432.5,2.9,133.9,244.3,1.8,3,2.566666666666667,False
hisH,2092559.0,2093149.0,ECK2018,b2023,240.5,289.6,1.2,189.9,191.2,1.0,152.1,88.7,0.6,3,0.9333333333333335,False
hisI,2094638.0,2095249.0,ECK2021,b2026,199.2,458.4,2.3,174.2,321.4,1.8,172.8,322.4,1.9,3,2.0,False
hisJ,2424810.0,2424028.0,ECK2303,b2309,54.0,119.9,2.2,54.9,117.6,2.1,59.9,136.5,2.3,3,2.2,False
hisL,2088020.0,2088070.0,ECK2013,b2018,1270.2,1202.5,0.9,1173.7,590.8,0.5,1387.9,846.2,0.6,3,0.6666666666666666,False
hisM,2423255.0,2422539.0,ECK2301,b2307,13.8,9.0,0.6,13.0,8.2,0.6,13.3,27.2,2.0,3,1.0666666666666667,False
hisP,2422531.0,2421758.0,ECK2300,b2306,20.3,21.6,1.1,29.0,18.4,0.6,28.8,25.2,0.9,3,0.8666666666666667,False
hisQ,2423938.0,2423252.0,ECK2302,b2308,21.6,7.7,0.4,27.2,13.4,0.5,27.8,28.4,1.0,3,0.6333333333333333,False
hisS,2638597.0,2637323.0,ECK2510,b2514,413.9,352.4,0.9,510.6,403.1,0.8,526.8,369.9,0.7,3,0.8000000000000002,False
hlpA,200482.0,200967.0,ECK0177,b0178,1535.6,3058.3,2.0,1483.8,2576.5,1.7,1986.7,2036.0,1.0,3,1.5666666666666667,False
hlyE,1229617.0,1228706.0,ECK1170,b1182,0.5,0.4,0.9,2.1,0.0,0.0,0.4,0.0,0.0,3,0.3,False
hmp,2683857.0,2685047.0,ECK2549,b2552,20.4,81.6,4.0,16.5,37.9,2.3,10.4,47.5,4.6,3,3.633333333333333,False
hns,1292145.0,1291732.0,ECK1232,b1237,1882.0,14390.2,7.6,1895.4,12627.8,6.7,2757.7,10563.2,3.8,3,6.033333333333334,False
hofB,117099.0,115714.0,ECK0106,b0107,7.5,0.4,0.1,6.1,0.6,0.1,4.3,0.0,0.0,3,0.06666666666666667,False
hofC,115724.0,114522.0,ECK0105,b0106,3.7,0.3,0.1,4.7,0.0,0.0,4.6,3.4,0.7,3,0.26666666666666666,False
hofM,3520773.0,3519994.0,ECK3382,b3395,7.5,4.7,0.6,7.2,2.1,0.3,8.7,1.3,0.2,3,0.36666666666666664,False
hofN,3519994.0,3519455.0,ECK3381,b3394,1.7,0.4,0.2,0.0,0.0,,4.4,3.8,0.9,2,0.55,False
hofO,3519471.0,3519031.0,ECK3380,b3393,1.0,0.4,0.4,2.1,0.0,0.0,1.8,2.3,1.3,3,0.5666666666666668,False
hofP,3519041.0,3518637.0,ECK3379,b3392,0.0,1.9,,0.0,2.1,,2.0,2.5,1.3,1,1.3,False
hofQ,3518725.0,3517487.0,ECK3378,b3391,4.7,1.1,0.2,2.3,0.7,0.3,3.2,2.5,0.8,3,0.43333333333333335,False
hokA,3718623.0,3718471.0,ECK3544,b4455,2.9,1.3,0.4,6.1,10.9,1.8,2.6,13.4,5.2,3,2.466666666666667,False
hokB,1490095.0,1489946.0,ECK1412,b4428,30.0,3.9,0.1,43.6,11.2,0.3,76.9,13.7,0.2,3,0.20000000000000004,False
hokC,16903.0,16751.0,ECK0017,b4412,23.5,2.5,0.1,24.5,5.5,0.2,26.0,0.0,0.0,3,0.10000000000000002,False
hokD,1643298.0,1643143.0,ECK1556,b1562,69.2,10.0,0.1,131.9,21.5,0.2,203.9,19.8,0.1,3,0.13333333333333333,False
hokE,607059.0,607211.0,ECK0574,b4415,0.0,0.0,,6.1,0.0,0.0,7.8,0.0,0.0,2,0.0,False
holA,670828.0,669797.0,ECK0633,b0640,87.6,14.5,0.2,117.8,13.0,0.1,127.2,20.9,0.2,3,0.16666666666666666,False
holB,1154985.0,1155989.0,ECK1085,b1099,66.7,20.7,0.3,82.8,30.0,0.4,83.9,28.6,0.3,3,0.3333333333333333,False
holC,4482303.0,4481860.0,ECK4252,b4259,239.1,76.3,0.3,248.6,64.1,0.3,219.4,71.7,0.3,3,0.3,False
holD,4605826.0,4606239.0,ECK4363,b4372,98.9,41.9,0.4,221.4,50.5,0.2,191.1,74.5,0.4,3,0.3333333333333333,False
holE,1923132.0,1923362.0,ECK1843,b1842,35.1,75.9,2.2,40.5,123.2,3.0,74.0,129.0,1.7,3,2.3000000000000003,False
hpf,3344195.0,3344482.0,ECK3192,b3203,282.7,185.2,0.7,259.8,119.2,0.5,330.0,132.0,0.4,3,0.5333333333333333,False
hpt,141431.0,141967.0,ECK0124,b0125,537.0,801.3,1.5,499.9,908.7,1.8,544.3,1016.0,1.9,3,1.7333333333333332,False
hrpA,1481142.0,1484987.0,ECK1406,b1413,65.3,82.5,1.3,52.0,57.0,1.1,58.6,45.4,0.8,3,1.0666666666666667,False
hrpB,162105.0,164534.0,ECK0147,b0148,42.2,16.4,0.4,43.1,13.1,0.3,49.9,22.8,0.5,3,0.39999999999999997,False
hscA,2656957.0,2655107.0,ECK2523,b2526,294.6,170.3,0.6,382.5,227.9,0.6,431.4,191.0,0.4,3,0.5333333333333333,False
hscB,2657489.0,2656974.0,ECK2524,b2527,184.8,72.1,0.4,261.0,118.4,0.5,338.3,97.6,0.3,3,0.39999999999999997,False
hscC,682616.0,680946.0,ECK0643,b0650,2.2,0.7,0.3,3.4,1.0,0.3,2.6,1.2,0.5,3,0.3666666666666667,False
hsdM,4581071.0,4579482.0,ECK4339,b4349,105.8,170.0,1.6,100.0,160.6,1.6,98.3,146.1,1.5,3,1.5666666666666667,False
hsdR,4584838.0,4581272.0,ECK4340,b4350,60.2,63.8,1.1,48.5,29.8,0.6,38.8,31.4,0.8,3,0.8333333333333334,False
hsdS,4579485.0,4578091.0,ECK4338,b4348,71.6,77.2,1.1,36.2,53.4,1.5,56.7,36.8,0.6,3,1.0666666666666667,False
hslJ,1439767.0,1439345.0,ECK1376,b1379,74.4,148.7,2.0,90.7,172.1,1.9,127.9,174.9,1.4,3,1.7666666666666666,False
hslO,3527796.0,3528674.0,ECK3388,b3401,258.4,559.1,2.2,255.4,476.1,1.9,209.5,320.3,1.5,3,1.8666666666666665,False
hslR,3527370.0,3527771.0,ECK3387,b3400,223.8,44.1,0.2,195.4,62.5,0.3,221.6,43.5,0.2,3,0.2333333333333333,False
hslU,4119770.0,4118439.0,ECK3923,b3931,481.3,863.9,1.8,409.4,676.1,1.7,351.7,447.4,1.3,3,1.5999999999999999,False
hslV,4120310.0,4119780.0,ECK3924,b3932,427.8,847.0,2.0,410.4,565.9,1.4,306.3,495.4,1.6,3,1.6666666666666667,False
hspQ,1027944.0,1027627.0,ECK0957,b0966,254.6,60.6,0.2,211.8,55.3,0.3,223.8,93.7,0.4,3,0.3,False
hsrA,3938635.0,3937208.0,ECK3748,b3754,22.1,5.9,0.3,17.7,0.6,0.0,18.1,5.0,0.3,3,0.19999999999999998,False
htgA,10830.0,11315.0,ECK0012,b0012,2.8,0.0,0.0,0.0,0.0,,3.3,0.0,0.0,2,0.0,False
htpG,494344.0,496218.0,ECK0467,b0473,423.7,806.7,1.9,345.7,491.9,1.4,295.0,386.4,1.3,3,1.5333333333333332,False
htpX,1910600.0,1909719.0,ECK1828,b1829,279.0,222.5,0.8,410.4,302.7,0.7,371.5,378.6,1.0,3,0.8333333333333334,False
htrE,155426.0,152829.0,ECK0138,b0139,1.4,0.7,0.5,2.2,0.0,0.0,1.8,0.0,0.0,3,0.16666666666666666,False
htrL,3791706.0,3790849.0,ECK3608,b3618,91.8,117.5,1.3,81.8,82.9,1.0,98.7,103.0,1.0,3,1.0999999999999999,False
hupA,4198304.0,4198576.0,ECK3992,b4000,3162.2,12142.5,3.8,2932.6,9056.8,3.1,3313.8,10143.5,3.1,3,3.3333333333333335,False
hupB,460675.0,460947.0,ECK0434,b0440,3238.0,8136.6,2.5,2918.9,7842.7,2.7,3332.8,8890.2,2.7,3,2.6333333333333333,False
hyaA,1031362.0,1032480.0,ECK0963,b0972,1.6,0.9,0.5,2.5,0.0,0.0,0.4,2.8,7.8,3,2.766666666666667,False
hyaB,1032477.0,1034270.0,ECK0964,b0973,0.3,0.7,2.6,0.5,1.4,2.7,0.2,1.1,5.2,3,3.5,False
hyaC,1034289.0,1034996.0,ECK0965,b0974,1.9,0.5,0.3,1.3,0.0,0.0,2.8,0.0,0.0,3,0.09999999999999999,False
hyaD,1034993.0,1035580.0,ECK0966,b0975,1.5,0.7,0.4,1.6,1.4,0.9,2.0,0.0,0.0,3,0.43333333333333335,False
hyaE,1035577.0,1035975.0,ECK0967,b0976,0.0,0.0,,4.7,2.1,0.4,1.0,0.0,0.0,2,0.2,False
hyaF,1035972.0,1036829.0,ECK0968,b0977,1.6,0.5,0.3,5.5,1.0,0.2,2.8,0.0,0.0,3,0.16666666666666666,False
hybA,3143162.0,3142176.0,ECK2990,b2996,21.0,11.6,0.6,10.4,11.0,1.1,12.1,6.2,0.5,3,0.7333333333333334,False
hybB,3142186.0,3141008.0,ECK2989,b2995,12.6,4.5,0.4,12.7,1.4,0.1,8.8,2.6,0.3,3,0.26666666666666666,False
hybC,3141011.0,3139308.0,ECK2988,b2994,32.2,20.6,0.6,24.2,8.8,0.4,21.9,17.5,0.8,3,0.6,False
hybD,3139308.0,3138814.0,ECK2987,b2993,46.3,15.3,0.3,51.0,5.1,0.1,49.8,8.3,0.2,3,0.20000000000000004,False
hybE,3138821.0,3138333.0,ECK2986,b2992,40.5,6.8,0.2,34.4,8.6,0.2,44.7,12.6,0.3,3,0.2333333333333333,False
hybF,3138340.0,3137999.0,ECK2985,b2991,31.6,1.7,0.1,10.9,2.4,0.2,19.8,6.0,0.3,3,0.20000000000000004,False
hybG,3137986.0,3137738.0,ECK2984,b2990,30.7,15.6,0.5,15.0,13.4,0.9,28.7,0.0,0.0,3,0.4666666666666666,False
hybO,3144283.0,3143165.0,ECK2991,b2997,40.2,52.0,1.3,10.0,11.2,1.1,12.1,21.1,1.7,3,1.366666666666667,False
hycA,2848457.0,2847996.0,ECK2720,b2725,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,True
hycB,2847871.0,2847260.0,ECK2719,b2724,0.7,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,2,0.0,False
hycC,2847263.0,2845437.0,ECK2718,b2723,1.2,0.0,0.0,3.6,0.0,0.0,1.3,1.7,1.3,3,0.43333333333333335,False
hycD,2845434.0,2844511.0,ECK2717,b2722,0.5,1.3,2.6,1.0,0.0,0.0,0.4,2.2,5.2,3,2.6,False
hycE,2844493.0,2842784.0,ECK2716,b2721,0.8,1.4,1.7,2.2,0.5,0.2,1.4,3.0,2.2,3,1.3666666666666665,False
hycF,2842774.0,2842232.0,ECK2715,b2720,2.5,2.5,1.0,1.7,3.1,1.8,0.7,0.0,0.0,3,0.9333333333333332,False
hycG,2842232.0,2841465.0,ECK2714,b2719,1.8,2.3,1.3,4.9,0.0,0.0,5.2,5.4,1.0,3,0.7666666666666666,False
hycH,2841468.0,2841058.0,ECK2713,b2718,6.6,7.1,1.1,18.2,4.1,0.2,8.7,7.5,0.9,3,0.7333333333333334,False
hycI,2841065.0,2840595.0,ECK2712,b2717,24.8,24.0,1.0,6.0,14.2,2.4,21.1,26.2,1.2,3,1.5333333333333332,False
hydN,2836127.0,2835600.0,ECK2708,b2713,6.0,0.7,0.1,7.1,0.0,0.0,5.3,0.0,0.0,3,0.03333333333333333,False
hyfA,2599223.0,2599840.0,ECK2477,b2481,1.5,0.0,0.0,0.0,1.4,,0.0,0.0,,1,0.0,False
hyfB,2599840.0,2601858.0,ECK2478,b2482,1.8,0.0,0.0,4.2,0.0,0.0,1.2,1.0,0.9,3,0.3,False
hyfC,2601869.0,2602816.0,ECK2479,b2483,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1,0.0,False
hyfD,2602833.0,2604272.0,ECK2480,b2484,0.3,0.0,0.0,1.3,0.6,0.4,0.6,2.1,3.9,3,1.4333333333333333,False
hyfE,2604284.0,2604934.0,ECK2481,b2485,0.7,0.9,1.3,1.4,0.0,0.0,1.2,0.0,0.0,3,0.43333333333333335,False
hyfF,2604939.0,2606519.0,ECK2482,b2486,2.3,0.5,0.2,1.8,0.5,0.3,2.5,1.3,0.5,3,0.3333333333333333,False
hyfG,2606509.0,2608176.0,ECK2483,b2487,3.2,1.3,0.4,1.1,0.5,0.4,2.1,3.7,1.7,3,0.8333333333333334,False
hyfH,2608186.0,2608731.0,ECK2484,b2488,4.1,0.7,0.2,3.4,1.5,0.4,2.2,1.9,0.9,3,0.5,False
hyfI,2608728.0,2609486.0,ECK2485,b2489,3.0,0.8,0.3,0.0,2.2,,3.7,0.0,0.0,2,0.15,False
hyfJ,2609479.0,2609892.0,ECK2486,b2490,5.4,1.4,0.3,2.3,2.0,0.9,5.8,0.0,0.0,3,0.39999999999999997,False
hyfR,2609922.0,2611934.0,ECK2487,b2491,3.6,0.3,0.1,1.4,0.0,0.0,2.2,1.0,0.5,3,0.19999999999999998,False
hyi,534934.0,535710.0,ECK0501,b0508,1.7,1.3,0.7,1.2,1.1,0.9,3.6,0.0,0.0,3,0.5333333333333333,False
hypA,2848669.0,2849019.0,ECK2721,b2726,34.6,14.4,0.4,5.3,0.0,0.0,11.3,8.8,0.8,3,0.4000000000000001,False
hypB,2849023.0,2849895.0,ECK2722,b2727,45.3,94.1,2.1,19.3,10.5,0.5,6.4,17.7,2.8,3,1.8,False
hypC,2849886.0,2850158.0,ECK2723,b2728,26.4,21.4,0.8,17.1,6.1,0.4,13.1,11.3,0.9,3,0.7000000000000001,False
hypD,2850158.0,2851279.0,ECK2724,b2729,20.0,14.4,0.7,15.0,8.2,0.5,13.8,4.6,0.3,3,0.5,False
hypE,2851318.0,2852286.0,ECK2725,b2730,20.9,8.8,0.4,12.5,5.2,0.4,15.2,8.5,0.6,3,0.4666666666666666,False
hypF,2835447.0,2833195.0,ECK2707,b2712,9.8,8.4,0.9,6.2,4.1,0.7,8.6,8.7,1.0,3,0.8666666666666667,False
hypT,4556312.0,4555401.0,ECK4318,b4327,28.6,7.9,0.3,24.6,11.0,0.4,27.9,7.9,0.3,3,0.3333333333333333,False
hyuA,3008050.0,3009435.0,ECK2869,b2873,1.0,0.4,0.4,1.3,0.0,0.0,0.9,0.0,0.0,3,0.13333333333333333,False
iaaA,865791.0,866756.0,ECK0818,b0828,76.4,43.1,0.6,50.3,17.3,0.3,44.9,18.1,0.4,3,0.4333333333333333,False
iadA,4557549.0,4556377.0,ECK4319,b4328,87.8,149.1,1.7,106.8,144.1,1.3,80.7,128.8,1.6,3,1.5333333333333332,False
iap,2874603.0,2875640.0,ECK2748,b2753,12.6,12.9,1.0,21.6,21.8,1.0,23.0,26.7,1.2,3,1.0666666666666667,False
ibaG,3334825.0,3334571.0,ECK3179,b3190,345.8,1060.5,3.1,377.8,1139.0,3.0,389.9,826.1,2.1,3,2.733333333333333,False
ibpA,3865445.0,3865032.0,ECK3679,b3687,96.7,156.6,1.6,113.0,119.3,1.1,96.1,124.1,1.3,3,1.3333333333333333,False
ibpB,3864920.0,3864492.0,ECK3678,b3686,18.9,9.5,0.5,48.0,11.7,0.2,31.5,9.6,0.3,3,0.3333333333333333,False
ibsA,2151432.0,2151373.0,ECK4482,b4667,22.5,0.0,0.0,15.6,0.0,0.0,53.0,0.0,0.0,3,0.0,False
ibsB,2151761.0,2151705.0,ECK4483,b4668,31.6,0.0,0.0,65.6,0.0,0.0,27.9,0.0,0.0,3,0.0,False
ibsC,3054971.0,3054912.0,ECK4480,b4665,22.5,0.0,0.0,31.2,0.0,0.0,59.6,0.0,0.0,3,0.0,False
ibsD,3192788.0,3192847.0,ECK4479,b4664,45.0,3.2,0.1,31.2,0.0,0.0,39.8,0.0,0.0,3,0.03333333333333333,False
ibsE,3193163.0,3193222.0,ECK4481,b4666,22.5,6.5,0.3,77.9,14.0,0.2,53.0,0.0,0.0,3,0.16666666666666666,False
icd,1194346.0,1195596.0,ECK1122,b1136,1367.9,4316.2,3.2,1353.2,2927.2,2.2,1209.8,2129.0,1.8,3,2.4,False
iclR,4221651.0,4220827.0,ECK4010,b4018,145.6,83.5,0.6,113.4,107.5,0.9,126.3,105.9,0.8,3,0.7666666666666666,False
idi,3031087.0,3031635.0,ECK2884,b2889,26.2,29.1,1.1,15.3,16.8,1.1,6.5,20.6,3.2,3,1.8,False
idnD,4492429.0,4491398.0,ECK4260,b4267,2.2,0.6,0.3,1.8,0.8,0.4,0.4,0.0,0.0,3,0.2333333333333333,False
idnK,4492646.0,4493209.0,ECK4261,b4268,4.0,4.8,1.2,1.7,3.0,1.8,1.4,0.0,0.0,3,1.0,False
idnO,4491374.0,4490610.0,ECK4259,b4266,1.8,4.1,2.3,3.7,8.8,2.4,1.6,4.0,2.6,3,2.433333333333333,False
idnR,4489162.0,4488164.0,ECK4257,b4264,12.6,8.6,0.7,4.7,5.0,1.1,6.4,6.2,1.0,3,0.9333333333333332,False
idnT,4490548.0,4489229.0,ECK4258,b4265,7.2,1.0,0.1,7.8,1.9,0.2,6.3,0.0,0.0,3,0.10000000000000002,False
ihfA,1793576.0,1793277.0,ECK1710,b1712,1288.1,1165.6,0.9,1153.5,1325.3,1.1,1630.4,1938.6,1.2,3,1.0666666666666667,False
ihfB,963051.0,963335.0,ECK0903,b0912,877.6,2529.0,2.9,823.7,1744.5,2.1,944.6,1597.2,1.7,3,2.2333333333333334,False
ileS,22391.0,25207.0,ECK0027,b0026,531.5,896.6,1.7,453.9,641.5,1.4,487.4,468.4,1.0,3,1.3666666666666665,False
ilvA,3953354.0,3954898.0,ECK3764,b3772,115.6,97.8,0.8,90.8,63.9,0.7,83.7,57.9,0.7,3,0.7333333333333334,False
ilvB,3850807.0,3849119.0,ECK3662,b3671,118.3,293.4,2.5,119.6,209.6,1.8,108.1,160.0,1.5,3,1.9333333333333333,False
ilvC,3955993.0,3957468.0,ECK3766,b3774,1223.7,4187.4,3.4,332.0,897.1,2.7,318.5,672.5,2.1,3,2.733333333333333,False
ilvD,3951501.0,3953351.0,ECK3763,b3771,144.1,201.6,1.4,95.0,110.3,1.2,93.2,69.4,0.7,3,1.0999999999999999,False
ilvE,3950507.0,3951436.0,ECK3762,b3770,210.9,820.0,3.9,126.7,447.3,3.5,141.1,353.6,2.5,3,3.3000000000000003,False
ilvH,87357.0,87848.0,ECK0080,b0078,82.3,120.3,1.5,64.6,80.0,1.2,55.0,41.8,0.8,3,1.1666666666666667,False
ilvI,85630.0,87354.0,ECK0079,b0077,109.0,125.2,1.1,87.3,71.3,0.8,47.5,55.4,1.2,3,1.0333333333333334,False
ilvL,3948345.0,3948443.0,ECK3759,b3766,3712.4,2902.8,0.8,2428.0,1386.5,0.6,3623.1,2407.9,0.7,3,0.6999999999999998,False
ilvM,3950224.0,3950487.0,ECK3761,b3769,75.0,13.3,0.2,77.9,19.0,0.2,43.7,23.4,0.5,3,0.3,False
ilvN,3849115.0,3848825.0,ECK3661,b3670,83.5,244.9,2.9,93.2,135.2,1.5,90.2,123.6,1.4,3,1.9333333333333336,False
ilvX,3948530.0,3948580.0,ECK4484,b4669,458.7,129.8,0.3,220.1,196.9,0.9,257.3,201.5,0.8,3,0.6666666666666666,False
ilvY,3955843.0,3954950.0,ECK3765,b3773,49.3,45.5,0.9,36.6,19.7,0.5,40.5,29.9,0.7,3,0.6999999999999998,False
inaA,2347494.0,2346844.0,ECK2229,b2237,58.7,100.8,1.7,53.2,104.1,2.0,49.5,56.8,1.1,3,1.6000000000000003,False
infA,925666.0,925448.0,ECK0875,b0884,1164.7,3394.3,2.9,1759.6,4658.9,2.6,2391.4,5897.7,2.5,3,2.6666666666666665,False
infB,3314036.0,3311364.0,ECK3157,b3168,1125.1,1629.0,1.4,1000.4,1225.9,1.2,1219.9,943.7,0.8,3,1.133333333333333,False
infC,1798662.0,1798120.0,ECK1716,b1718,8542.3,2372.2,0.3,7770.0,3044.3,0.4,10527.4,2603.8,0.2,3,0.3,False
intA,2754181.0,2755422.0,ECK2618,b2622,52.2,88.7,1.7,36.9,30.3,0.8,28.5,23.2,0.8,3,1.0999999999999999,False
intB,4494773.0,4495963.0,ECK4264,b4271,31.7,13.6,0.4,26.7,23.2,0.9,46.1,27.6,0.6,3,0.6333333333333333,False
intD,565201.0,564038.0,ECK0530,b0537,30.9,10.4,0.3,20.1,6.5,0.3,28.7,8.8,0.3,3,0.3,False
intE,1200029.0,1198902.0,ECK1126,b1140,1.6,3.1,1.9,2.5,0.7,0.3,2.5,0.0,0.0,3,0.7333333333333333,False
intF,296320.0,294920.0,ECK0280,b0281,28.6,66.3,2.3,15.4,41.8,2.7,18.7,31.5,1.7,3,2.2333333333333334,False
intQ,1649536.0,1650732.0,ECK1573,b1579,1.5,0.8,0.5,1.6,2.1,1.3,1.3,2.6,1.9,3,1.2333333333333334,False
intR,1411259.0,1410024.0,ECK1342,b1345,18.9,2.8,0.1,23.5,2.7,0.1,25.1,7.5,0.3,3,0.16666666666666666,False
intS,2464567.0,2465724.0,ECK2343,b2349,27.2,35.5,1.3,22.6,39.0,1.7,24.0,28.4,1.2,3,1.4000000000000001,False
intZ,2556793.0,2558088.0,ECK2437,b2442,36.4,36.2,1.0,33.9,36.2,1.1,30.4,39.6,1.3,3,1.1333333333333335,False
iraD,4555016.0,4555408.0,ECK4317,b4326,6.9,1.5,0.2,2.4,0.0,0.0,5.1,0.0,0.0,3,0.06666666666666667,False
iraM,1211226.0,1210903.0,ECK1147,b1160,0.0,3.0,,0.0,2.6,,4.9,3.2,0.6,1,0.6,False
iraP,400610.0,400870.0,ECK0377,b0382,89.6,126.8,1.4,50.2,57.7,1.2,86.8,70.9,0.8,3,1.133333333333333,False
iroK,2666093.0,2666028.0,ECK4518,b4706,0.0,0.0,,14.2,0.0,0.0,0.0,0.0,,1,0.0,False
iscA,2657908.0,2657585.0,ECK2525,b2528,737.3,323.3,0.4,941.1,374.6,0.4,958.6,380.6,0.4,3,0.4000000000000001,False
iscR,2660153.0,2659665.0,ECK2528,b2531,166.5,264.0,1.6,493.5,809.6,1.6,328.5,588.4,1.8,3,1.6666666666666667,False
iscS,2659553.0,2658339.0,ECK2527,b2530,486.5,1127.5,2.3,802.9,1439.8,1.8,703.7,893.1,1.3,3,1.7999999999999998,False
iscU,2658311.0,2657925.0,ECK2526,b2529,674.2,1651.2,2.4,775.8,1509.6,1.9,970.0,1277.1,1.3,3,1.8666666666666665,False
iscX,2654758.0,2654558.0,ECK2521,b2524,297.7,309.0,1.0,386.2,420.6,1.1,431.3,316.9,0.7,3,0.9333333333333332,False
ispA,440325.0,439426.0,ECK0415,b0421,128.5,63.4,0.5,209.9,128.3,0.6,167.9,126.7,0.8,3,0.6333333333333334,False
ispB,3331732.0,3332703.0,ECK3176,b3187,240.7,225.7,0.9,259.8,229.9,0.9,253.2,241.0,1.0,3,0.9333333333333332,False
ispD,2870512.0,2869802.0,ECK2742,b2747,139.8,35.3,0.3,155.2,57.7,0.4,168.9,44.8,0.3,3,0.3333333333333333,False
ispE,1262100.0,1261249.0,ECK1196,b1208,266.1,84.1,0.3,375.4,84.5,0.2,402.3,170.0,0.4,3,0.3,False
ispF,2869802.0,2869323.0,ECK2741,b2746,162.1,190.2,1.2,191.0,115.1,0.6,188.1,124.2,0.7,3,0.8333333333333334,False
ispG,2639826.0,2638708.0,ECK2511,b2515,353.0,266.9,0.8,360.2,227.4,0.6,387.0,186.4,0.5,3,0.6333333333333333,False
ispH,26277.0,27227.0,ECK0030,b0029,197.7,149.9,0.8,234.1,196.3,0.8,233.7,145.9,0.6,3,0.7333333333333334,False
ispU,194903.0,195664.0,ECK0173,b0174,237.3,69.8,0.3,392.8,134.0,0.3,539.1,157.8,0.3,3,0.3,False
ivbL,3851011.0,3850913.0,ECK3663,b3672,681.6,291.1,0.4,377.9,126.8,0.3,570.4,311.4,0.5,3,0.39999999999999997,False
ivy,240343.0,240816.0,ECK0221,b0220,124.3,310.5,2.5,140.1,319.6,2.3,159.4,346.8,2.2,3,2.3333333333333335,False
katE,1811891.0,1814152.0,ECK1730,b1732,3.6,10.8,3.0,1.2,5.6,4.5,4.0,9.5,2.4,3,3.3000000000000003,False
katG,4131858.0,4134038.0,ECK3934,b3942,174.1,357.6,2.1,83.6,100.2,1.2,66.0,121.6,1.8,3,1.7,False
kbaY,3281165.0,3282025.0,ECK3125,b3137,0.5,1.4,2.6,3.3,1.0,0.3,2.8,3.6,1.3,3,1.4000000000000001,False
kbaZ,3276936.0,3278216.0,ECK3120,b3132,0.7,1.1,1.5,2.2,0.7,0.3,1.2,1.6,1.3,3,1.0333333333333334,False
kbl,3790574.0,3789378.0,ECK3607,b3617,225.1,332.0,1.5,191.4,219.6,1.1,200.3,181.1,0.9,3,1.1666666666666667,False
